"years","TotalHIVtests_baseline","TotalHIVtests_2025","TotalHIVtests_2030","TotalHIVtests_2035","TotalHIVtests_2040","TotalHIVtests_2045","TotalHIVtests_2050","TotalHIVtests_2055","TotalHIVtests_2060","TotalHIVtests_2065","TotalNewHIV_baseline","TotalNewHIV_2025","TotalNewHIV_2030","TotalNewHIV_2035","TotalNewHIV_2040","TotalNewHIV_2045","TotalNewHIV_2050","TotalNewHIV_2055","TotalNewHIV_2060","TotalNewHIV_2065","LYlostAIDS_baseline","LYlostAIDS_2025","LYlostAIDS_2030","LYlostAIDS_2035","LYlostAIDS_2040","LYlostAIDS_2045","LYlostAIDS_2050","LYlostAIDS_2055","LYlostAIDS_2060","LYlostAIDS_2065","AIDSdeathsAdultM_baseline","AIDSdeathsAdultM_2025","AIDSdeathsAdultM_2030","AIDSdeathsAdultM_2035","AIDSdeathsAdultM_2040","AIDSdeathsAdultM_2045","AIDSdeathsAdultM_2050","AIDSdeathsAdultM_2055","AIDSdeathsAdultM_2060","AIDSdeathsAdultM_2065","AIDSdeathsAdultF_baseline","AIDSdeathsAdultF_2025","AIDSdeathsAdultF_2030","AIDSdeathsAdultF_2035","AIDSdeathsAdultF_2040","AIDSdeathsAdultF_2045","AIDSdeathsAdultF_2050","AIDSdeathsAdultF_2055","AIDSdeathsAdultF_2060","AIDSdeathsAdultF_2065","DiagnosedHIV_M_baseline","DiagnosedHIV_M_2025","DiagnosedHIV_M_2030","DiagnosedHIV_M_2035","DiagnosedHIV_M_2040","DiagnosedHIV_M_2045","DiagnosedHIV_M_2050","DiagnosedHIV_M_2055","DiagnosedHIV_M_2060","DiagnosedHIV_M_2065","DiagnosedHIV_F_baseline","DiagnosedHIV_F_2025","DiagnosedHIV_F_2030","DiagnosedHIV_F_2035","DiagnosedHIV_F_2040","DiagnosedHIV_F_2045","DiagnosedHIV_F_2050","DiagnosedHIV_F_2055","DiagnosedHIV_F_2060","DiagnosedHIV_F_2065","Number1stHIVtestsPos_baseline","Number1stHIVtestsPos_2025","Number1stHIVtestsPos_2030","Number1stHIVtestsPos_2035","Number1stHIVtestsPos_2040","Number1stHIVtestsPos_2045","Number1stHIVtestsPos_2050","Number1stHIVtestsPos_2055","Number1stHIVtestsPos_2060","Number1stHIVtestsPos_2065","StartingARTtot_baseline","StartingARTtot_2025","StartingARTtot_2030","StartingARTtot_2035","StartingARTtot_2040","StartingARTtot_2045","StartingARTtot_2050","StartingARTtot_2055","StartingARTtot_2060","StartingARTtot_2065","Prop1stHIVtestsPos_baseline","Prop1stHIVtestsPos_2025","Prop1stHIVtestsPos_2030","Prop1stHIVtestsPos_2035","Prop1stHIVtestsPos_2040","Prop1stHIVtestsPos_2045","Prop1stHIVtestsPos_2050","Prop1stHIVtestsPos_2055","Prop1stHIVtestsPos_2060","Prop1stHIVtestsPos_2065","NewDiagnosesPregnancy_baseline","NewDiagnosesPregnancy_2025","NewDiagnosesPregnancy_2030","NewDiagnosesPregnancy_2035","NewDiagnosesPregnancy_2040","NewDiagnosesPregnancy_2045","NewDiagnosesPregnancy_2050","NewDiagnosesPregnancy_2055","NewDiagnosesPregnancy_2060","NewDiagnosesPregnancy_2065","TotalART15F_baseline","TotalART15F_2025","TotalART15F_2030","TotalART15F_2035","TotalART15F_2040","TotalART15F_2045","TotalART15F_2050","TotalART15F_2055","TotalART15F_2060","TotalART15F_2065","TotalART15M_baseline","TotalART15M_2025","TotalART15M_2030","TotalART15M_2035","TotalART15M_2040","TotalART15M_2045","TotalART15M_2050","TotalART15M_2055","TotalART15M_2060","TotalART15M_2065","RediagnosesPregnancy_baseline","RediagnosesPregnancy_2025","RediagnosesPregnancy_2030","RediagnosesPregnancy_2035","RediagnosesPregnancy_2040","RediagnosesPregnancy_2045","RediagnosesPregnancy_2050","RediagnosesPregnancy_2055","RediagnosesPregnancy_2060","RediagnosesPregnancy_2065","TotANCtests_baseline","TotANCtests_2025","TotANCtests_2030","TotANCtests_2035","TotANCtests_2040","TotANCtests_2045","TotANCtests_2050","TotANCtests_2055","TotANCtests_2060","TotANCtests_2065","TotalAIDSdeathsAdult_baseline","TotalAIDSdeathsAdult_2025","TotalAIDSdeathsAdult_2030","TotalAIDSdeathsAdult_2035","TotalAIDSdeathsAdult_2040","TotalAIDSdeathsAdult_2045","TotalAIDSdeathsAdult_2050","TotalAIDSdeathsAdult_2055","TotalAIDSdeathsAdult_2060","TotalAIDSdeathsAdult_2065","TotalARTAdult_baseline","TotalARTAdult_2025","TotalARTAdult_2030","TotalARTAdult_2035","TotalARTAdult_2040","TotalARTAdult_2045","TotalARTAdult_2050","TotalARTAdult_2055","TotalARTAdult_2060","TotalARTAdult_2065","TotalDiagnosedHIV_baseline","TotalDiagnosedHIV_2025","TotalDiagnosedHIV_2030","TotalDiagnosedHIV_2035","TotalDiagnosedHIV_2040","TotalDiagnosedHIV_2045","TotalDiagnosedHIV_2050","TotalDiagnosedHIV_2055","TotalDiagnosedHIV_2060","TotalDiagnosedHIV_2065","ANCTestPositivity_baseline","ANCTestPositivity_2025","ANCTestPositivity_2030","ANCTestPositivity_2035","ANCTestPositivity_2040","ANCTestPositivity_2045","ANCTestPositivity_2050","ANCTestPositivity_2055","ANCTestPositivity_2060","ANCTestPositivity_2065","ARTinitiationRatio_baseline","ARTinitiationRatio_2025","ARTinitiationRatio_2030","ARTinitiationRatio_2035","ARTinitiationRatio_2040","ARTinitiationRatio_2045","ARTinitiationRatio_2050","ARTinitiationRatio_2055","ARTinitiationRatio_2060","ARTinitiationRatio_2065","TotalARTRatio_baseline","TotalARTRatio_2025","TotalARTRatio_2030","TotalARTRatio_2035","TotalARTRatio_2040","TotalARTRatio_2045","TotalARTRatio_2050","TotalARTRatio_2055","TotalARTRatio_2060","TotalARTRatio_2065","TotalTestPositivity_baseline","TotalTestPositivity_2025","TotalTestPositivity_2030","TotalTestPositivity_2035","TotalTestPositivity_2040","TotalTestPositivity_2045","TotalTestPositivity_2050","TotalTestPositivity_2055","TotalTestPositivity_2060","TotalTestPositivity_2065"
2039,21111900,4341160,4377420,4375150,21111900,21111900,21111900,21111900,21111850,21111800,108391,161016.5,1794205,24183.85,21871.3,2510530,5543355,108463,113019,0.005279515,1286555,161016.5,1794205,24183.85,21871.3,2510530,5543355,108463,113019,0.005279515,21578.95,161016.5,1794205,24183.85,21871.3,2510530,5543355,108463,113019,0.005279515,21871.3,161016.5,1794205,24183.85,21871.3,2510530,5543355,108463,113019,0.005279515,2510530,161016.5,1794205,24183.85,21871.3,2510530,5543355,108463,113019,0.005279515,5543350,161016.5,1794205,24183.85,21871.3,2510530,5543355,108463,113019,0.005279515,108462.5,161016.5,1794205,24183.85,21871.3,2510530,5543355,108463,113019,0.005279515,113018.5,161016.5,1794205,24183.85,21871.3,2510530,5543355,108463,113019,0.005279515,0.00527947,161016.5,1794205,24183.85,21871.3,2510530,5543355,108463,113019,0.005279515,8234.615,161016.5,1794205,24183.85,21871.3,2510530,5543355,108463,113019,0.005279515,4584090,161016.5,1794205,24183.85,21871.3,2510530,5543355,108463,113019,0.005279515,1812695,161016.5,1794205,24183.85,21871.3,2510530,5543355,108463,113019,0.005279515,23291.9,161016.5,1794205,24183.85,21871.3,2510530,5543355,108463,113019,0.005279515,1956595,161016.5,1794205,24183.85,21871.3,2510530,5543355,108463,113019,0.005279515,43450.25,322033,3588410,48367.7,43742.6,5021060,11086710,216926,226038,0.01055903,6396785,322033,3588410,48367.7,43742.6,5021060,11086710,216926,226038,0.01055903,8053880,322033,3588410,48367.7,43742.6,5021060,11086710,216926,226038,0.01055903,0.420864563182467,100,100,100,100,100,100,100,100,100,1.04200530137144,1,1,1,1,1,1,1,1,1,0.794248858935072,1,1,1,1,1,1,1,1,1,0.513750538795656,3.70906624035972,40.9877279310644,0.55275476269385,0.103597023479649,11.8915398424585,26.2570161851847,0.513752907128207,0.535334421189995,2.50074129159996e-08
2040,21318350,4373315,4413350,4421820,4386600,21318350,21318350,21318350,21318350,21318250,104521.8,158675.5,1789640,24526.6,21879.6,2479820,5533150,104519.15,108803.5,0.005039715,1253640,158675.5,1789640,24526.6,21879.6,2479820,5533150,104519.15,108803.5,0.005039715,21347.05,158675.5,1789640,24526.6,21879.6,2479820,5533150,104519.15,108803.5,0.005039715,21814.95,158675.5,1789640,24526.6,21879.6,2479820,5533150,104519.15,108803.5,0.005039715,2479815,158675.5,1789640,24526.6,21879.6,2479820,5533150,104519.15,108803.5,0.005039715,5533145,158675.5,1789640,24526.6,21879.6,2479820,5533150,104519.15,108803.5,0.005039715,104519.05,158675.5,1789640,24526.6,21879.6,2479820,5533150,104519.15,108803.5,0.005039715,108803.5,158675.5,1789640,24526.6,21879.6,2479820,5533150,104519.15,108803.5,0.005039715,0.00503967,158675.5,1789640,24526.6,21879.6,2479820,5533150,104519.15,108803.5,0.005039715,7773.455,158675.5,1789640,24526.6,21879.6,2479820,5533150,104519.15,108803.5,0.005039715,4579055,158675.5,1789640,24526.6,21879.6,2479820,5533150,104519.15,108803.5,0.005039715,1792000,158675.5,1789640,24526.6,21879.6,2479820,5533150,104519.15,108803.5,0.005039715,22038.5,158675.5,1789640,24526.6,21879.6,2479820,5533150,104519.15,108803.5,0.005039715,1966070,158675.5,1789640,24526.6,21879.6,2479820,5533150,104519.15,108803.5,0.005039715,43162,317351,3579280,49053.2,43759.2,4959640,11066300,209038.3,217607,0.01007943,6371055,317351,3579280,49053.2,43759.2,4959640,11066300,209038.3,217607,0.01007943,8012960,317351,3579280,49053.2,43759.2,4959640,11066300,209038.3,217607,0.01007943,0.395380378114716,100,100,100,100,100,100,100,100,100,1.04099204881789,1,1,1,1,1,1,1,1,1,0.795093823006729,1,1,1,1,1,1,1,1,1,0.490277390135728,3.62826597215156,40.550602150294,0.554672058111818,0.498782656271372,11.6323261415635,25.9548698656322,0.490277859215183,0.510374864846482,2.36403785488959e-08
2041,21517100,4403275,4446255,4463625,4428385,21517100,21517050,21517050,21517050,21517000,100807.3,156312.5,1779765,24823.75,22132.5,2446720,5517320,100726.85,104730.55,0.004813405,1220450,156312.5,1779765,24823.75,22132.5,2446720,5517320,100726.85,104730.55,0.004813405,21097.1,156312.5,1779765,24823.75,22132.5,2446720,5517320,100726.85,104730.55,0.004813405,21739.3,156312.5,1779765,24823.75,22132.5,2446720,5517320,100726.85,104730.55,0.004813405,2446720,156312.5,1779765,24823.75,22132.5,2446720,5517320,100726.85,104730.55,0.004813405,5517320,156312.5,1779765,24823.75,22132.5,2446720,5517320,100726.85,104730.55,0.004813405,100726.75,156312.5,1779765,24823.75,22132.5,2446720,5517320,100726.85,104730.55,0.004813405,104730.3,156312.5,1779765,24823.75,22132.5,2446720,5517320,100726.85,104730.55,0.004813405,0.004813365,156312.5,1779765,24823.75,22132.5,2446720,5517320,100726.85,104730.55,0.004813405,7329.26,156312.5,1779765,24823.75,22132.5,2446720,5517320,100726.85,104730.55,0.004813405,4569165,156312.5,1779765,24823.75,22132.5,2446720,5517320,100726.85,104730.55,0.004813405,1769460,156312.5,1779765,24823.75,22132.5,2446720,5517320,100726.85,104730.55,0.004813405,20797,156312.5,1779765,24823.75,22132.5,2446720,5517320,100726.85,104730.55,0.004813405,1973895,156312.5,1779765,24823.75,22132.5,2446720,5517320,100726.85,104730.55,0.004813405,42836.4,312625,3559530,49647.5,44265,4893440,11034640,201453.7,209461.1,0.00962681,6338625,312625,3559530,49647.5,44265,4893440,11034640,201453.7,209461.1,0.00962681,7964040,312625,3559530,49647.5,44265,4893440,11034640,201453.7,209461.1,0.00962681,0.371309517476867,100,100,100,100,100,100,100,100,100,1.03974664128447,1,1,1,1,1,1,1,1,1,0.79590572121687,1,1,1,1,1,1,1,1,1,0.468124189598041,3.54991455223669,40.028405928135,0.556134307877566,0.499787168459834,11.3710490725981,25.6416190881185,0.468125742144021,0.486732846742467,2.23702421341265e-08
2042,21711100,4434755,4479965,4504585,4481425,21711100,21711100,21711050,21711050,21711000,97239.15,153941.5,1765645,25052.35,22525.3,2411355,5495980,97086.7,100805.95,0.00459931,1187065,153941.5,1765645,25052.35,22525.3,2411355,5495980,97086.7,100805.95,0.00459931,20829.5,153941.5,1765645,25052.35,22525.3,2411355,5495980,97086.7,100805.95,0.00459931,21644.35,153941.5,1765645,25052.35,22525.3,2411355,5495980,97086.7,100805.95,0.00459931,2411355,153941.5,1765645,25052.35,22525.3,2411355,5495980,97086.7,100805.95,0.00459931,5495975,153941.5,1765645,25052.35,22525.3,2411355,5495980,97086.7,100805.95,0.00459931,97086.6,153941.5,1765645,25052.35,22525.3,2411355,5495980,97086.7,100805.95,0.00459931,100805.7,153941.5,1765645,25052.35,22525.3,2411355,5495980,97086.7,100805.95,0.00459931,0.00459927,153941.5,1765645,25052.35,22525.3,2411355,5495980,97086.7,100805.95,0.00459931,6902.215,153941.5,1765645,25052.35,22525.3,2411355,5495980,97086.7,100805.95,0.00459931,4554490,153941.5,1765645,25052.35,22525.3,2411355,5495980,97086.7,100805.95,0.00459931,1745165,153941.5,1765645,25052.35,22525.3,2411355,5495980,97086.7,100805.95,0.00459931,19571.6,153941.5,1765645,25052.35,22525.3,2411355,5495980,97086.7,100805.95,0.00459931,1980015,153941.5,1765645,25052.35,22525.3,2411355,5495980,97086.7,100805.95,0.00459931,42473.85,307883,3531290,50104.7,45050.6,4822710,10991960,194173.4,201611.9,0.00919862,6299655,307883,3531290,50104.7,45050.6,4822710,10991960,194173.4,201611.9,0.00919862,7907330,307883,3531290,50104.7,45050.6,4822710,10991960,194173.4,201611.9,0.00919862,0.348594076307503,100,100,100,100,100,100,100,100,100,1.03830703722244,1,1,1,1,1,1,1,1,1,0.796685480433977,1,1,1,1,1,1,1,1,1,0.447174947377148,3.47125151220304,39.4120266564583,0.556152231559622,0.502636996044785,11.1065537904574,25.3141480625118,0.447176437804712,0.464307115501093,2.11842384044954e-08
2043,21899700,4466515,4513345,4543830,4532450,21899700,21899700,21899650,21899650,21899600,93810.05,151575,1748165,25204.05,23046.75,2373850,5469230,93594.5,97031.8,0.00439694,1153565,151575,1748165,25204.05,23046.75,2373850,5469230,93594.5,97031.8,0.00439694,20544.5,151575,1748165,25204.05,23046.75,2373850,5469230,93594.5,97031.8,0.00439694,21530.05,151575,1748165,25204.05,23046.75,2373850,5469230,93594.5,97031.8,0.00439694,2373850,151575,1748165,25204.05,23046.75,2373850,5469230,93594.5,97031.8,0.00439694,5469230,151575,1748165,25204.05,23046.75,2373850,5469230,93594.5,97031.8,0.00439694,93594.4,151575,1748165,25204.05,23046.75,2373850,5469230,93594.5,97031.8,0.00439694,97031.55,151575,1748165,25204.05,23046.75,2373850,5469230,93594.5,97031.8,0.00439694,0.0043969,151575,1748165,25204.05,23046.75,2373850,5469230,93594.5,97031.8,0.00439694,6492.28,151575,1748165,25204.05,23046.75,2373850,5469230,93594.5,97031.8,0.00439694,4535125,151575,1748165,25204.05,23046.75,2373850,5469230,93594.5,97031.8,0.00439694,1719195,151575,1748165,25204.05,23046.75,2373850,5469230,93594.5,97031.8,0.00439694,18368.15,151575,1748165,25204.05,23046.75,2373850,5469230,93594.5,97031.8,0.00439694,1984385,151575,1748165,25204.05,23046.75,2373850,5469230,93594.5,97031.8,0.00439694,42074.55,303150,3496330,50408.1,46093.5,4747700,10938460,187189,194063.6,0.00879388,6254320,303150,3496330,50408.1,46093.5,4747700,10938460,187189,194063.6,0.00879388,7843080,303150,3496330,50408.1,46093.5,4747700,10938460,187189,194063.6,0.00879388,0.327168367025552,100,100,100,100,100,100,100,100,100,1.03672388518971,1,1,1,1,1,1,1,1,1,0.797431621250835,1,1,1,1,1,1,1,1,1,0.427377543984621,3.39358537920504,38.7332455196755,0.554687345257195,0.508483270637293,10.8396462051992,24.9739950775581,0.427378976376335,0.443074661010564,2.00777183144898e-08
2044,22081050,4496415,4544295,4579495,4578815,22081050,22081000,22081000,22081000,22080950,90516.5,149236,1728055,25279.95,23557.45,2334310,5437185,90245.45,93407.6,0.004205985,1120025,149236,1728055,25279.95,23557.45,2334310,5437185,90245.45,93407.6,0.004205985,20242.65,149236,1728055,25279.95,23557.45,2334310,5437185,90245.45,93407.6,0.004205985,21396.6,149236,1728055,25279.95,23557.45,2334310,5437185,90245.45,93407.6,0.004205985,2334310,149236,1728055,25279.95,23557.45,2334310,5437185,90245.45,93407.6,0.004205985,5437180,149236,1728055,25279.95,23557.45,2334310,5437185,90245.45,93407.6,0.004205985,90245.35,149236,1728055,25279.95,23557.45,2334310,5437185,90245.45,93407.6,0.004205985,93407.4,149236,1728055,25279.95,23557.45,2334310,5437185,90245.45,93407.6,0.004205985,0.00420595,149236,1728055,25279.95,23557.45,2334310,5437185,90245.45,93407.6,0.004205985,6100.405,149236,1728055,25279.95,23557.45,2334310,5437185,90245.45,93407.6,0.004205985,4511145,149236,1728055,25279.95,23557.45,2334310,5437185,90245.45,93407.6,0.004205985,1691640,149236,1728055,25279.95,23557.45,2334310,5437185,90245.45,93407.6,0.004205985,17194.6,149236,1728055,25279.95,23557.45,2334310,5437185,90245.45,93407.6,0.004205985,1987090,149236,1728055,25279.95,23557.45,2334310,5437185,90245.45,93407.6,0.004205985,41639.25,298472,3456110,50559.9,47114.9,4668620,10874370,180490.9,186815.2,0.00841197,6202785,298472,3456110,50559.9,47114.9,4668620,10874370,180490.9,186815.2,0.00841197,7771490,298472,3456110,50559.9,47114.9,4668620,10874370,180490.9,186815.2,0.00841197,0.307001947571575,100,100,100,100,100,100,100,100,100,1.03503837039803,1,1,1,1,1,1,1,1,1,0.798146172741649,1,1,1,1,1,1,1,1,1,0.408700446763175,3.31899969197683,38.0269106649106,0.552024841166985,0.514487918817423,10.5715534360911,24.6238168561206,0.408701825098501,0.423022508038585,1.90480255604945e-08
2045,22255500,4524595,4573065,4612075,4620685,4592290,22255450,22255450,22255450,22255400,87354,146940.5,1705910,25286.15,24022.9,2292865,5399935,87035.65,89931.8,0.004025755,1086540,146940.5,1705910,25286.15,24022.9,2292865,5399935,87035.65,89931.8,0.004025755,19924.65,146940.5,1705910,25286.15,24022.9,2292865,5399935,87035.65,89931.8,0.004025755,21244,146940.5,1705910,25286.15,24022.9,2292865,5399935,87035.65,89931.8,0.004025755,2292865,146940.5,1705910,25286.15,24022.9,2292865,5399935,87035.65,89931.8,0.004025755,5399935,146940.5,1705910,25286.15,24022.9,2292865,5399935,87035.65,89931.8,0.004025755,87035.55,146940.5,1705910,25286.15,24022.9,2292865,5399935,87035.65,89931.8,0.004025755,89931.6,146940.5,1705910,25286.15,24022.9,2292865,5399935,87035.65,89931.8,0.004025755,0.00402572,146940.5,1705910,25286.15,24022.9,2292865,5399935,87035.65,89931.8,0.004025755,5728.13,146940.5,1705910,25286.15,24022.9,2292865,5399935,87035.65,89931.8,0.004025755,4482650,146940.5,1705910,25286.15,24022.9,2292865,5399935,87035.65,89931.8,0.004025755,1662585,146940.5,1705910,25286.15,24022.9,2292865,5399935,87035.65,89931.8,0.004025755,16061.25,146940.5,1705910,25286.15,24022.9,2292865,5399935,87035.65,89931.8,0.004025755,1988430,146940.5,1705910,25286.15,24022.9,2292865,5399935,87035.65,89931.8,0.004025755,41168.65,293881,3411820,50572.3,48045.8,4585730,10799870,174071.3,179863.6,0.00805151,6145235,293881,3411820,50572.3,48045.8,4585730,10799870,174071.3,179863.6,0.00805151,7692800,293881,3411820,50572.3,48045.8,4585730,10799870,174071.3,179863.6,0.00805151,0.288073002318412,100,100,100,100,100,100,100,100,100,1.03327433445299,1,1,1,1,1,1,1,1,1,0.798829424916805,1,1,1,1,1,1,1,1,1,0.391074341174092,3.24759453608555,37.3034277885838,0.54825973124895,0.519899105868502,49.9285759392373,24.2634276098663,0.39107566910577,0.404088886093069,1.80888907860564e-08
2046,22424000,4551975,4600670,4642745,4659185,4630905,22424000,22423950,22423950,22423900,84315.6,144697.5,1682210,25230.65,24397.3,2232075,5357600,83959.65,86600.85,0.003855415,1053185,144697.5,1682210,25230.65,24397.3,2232075,5357600,83959.65,86600.85,0.003855415,19591.05,144697.5,1682210,25230.65,24397.3,2232075,5357600,83959.65,86600.85,0.003855415,21072.4,144697.5,1682210,25230.65,24397.3,2232075,5357600,83959.65,86600.85,0.003855415,2249640,144697.5,1682210,25230.65,24397.3,2232075,5357600,83959.65,86600.85,0.003855415,5357595,144697.5,1682210,25230.65,24397.3,2232075,5357600,83959.65,86600.85,0.003855415,83959.55,144697.5,1682210,25230.65,24397.3,2232075,5357600,83959.65,86600.85,0.003855415,86600.65,144697.5,1682210,25230.65,24397.3,2232075,5357600,83959.65,86600.85,0.003855415,0.00385538,144697.5,1682210,25230.65,24397.3,2232075,5357600,83959.65,86600.85,0.003855415,5376.44,144697.5,1682210,25230.65,24397.3,2232075,5357600,83959.65,86600.85,0.003855415,4449740,144697.5,1682210,25230.65,24397.3,2232075,5357600,83959.65,86600.85,0.003855415,1632135,144697.5,1682210,25230.65,24397.3,2232075,5357600,83959.65,86600.85,0.003855415,14976.95,144697.5,1682210,25230.65,24397.3,2232075,5357600,83959.65,86600.85,0.003855415,1988650,144697.5,1682210,25230.65,24397.3,2232075,5357600,83959.65,86600.85,0.003855415,40663.45,289395,3364420,50461.3,48794.6,4464150,10715200,167919.3,173201.7,0.00771083,6081875,289395,3364420,50461.3,48794.6,4464150,10715200,167919.3,173201.7,0.00771083,7607235,289395,3364420,50461.3,48794.6,4464150,10715200,167919.3,173201.7,0.00771083,0.270356271842707,100,100,100,100,100,100,100,100,100,1.03145681462085,1,1,1,1,1,1,1,1,1,0.799485621253977,1,1,1,1,1,1,1,1,1,0.374418257224402,3.17878503287035,36.5644569160579,0.543442510842185,0.523638790904418,48.1995419901725,23.8922582946843,0.37441953803857,0.386198015960614,1.71933294386793e-08
2047,22588000,4579780,4628450,4672975,4695935,4677640,22588000,22588000,22588000,22587900,81393.55,142512,1657350,25121.55,24663.55,2172435,5310285,81009.95,83409.85,0.003694015,1020032.5,142512,1657350,25121.55,24663.55,2172435,5310285,81009.95,83409.85,0.003694015,19242.65,142512,1657350,25121.55,24663.55,2172435,5310285,81009.95,83409.85,0.003694015,20882,142512,1657350,25121.55,24663.55,2172435,5310285,81009.95,83409.85,0.003694015,2204745,142512,1657350,25121.55,24663.55,2172435,5310285,81009.95,83409.85,0.003694015,5310285,142512,1657350,25121.55,24663.55,2172435,5310285,81009.95,83409.85,0.003694015,81009.85,142512,1657350,25121.55,24663.55,2172435,5310285,81009.95,83409.85,0.003694015,83409.6,142512,1657350,25121.55,24663.55,2172435,5310285,81009.95,83409.85,0.003694015,0.003693985,142512,1657350,25121.55,24663.55,2172435,5310285,81009.95,83409.85,0.003694015,5045.605,142512,1657350,25121.55,24663.55,2172435,5310285,81009.95,83409.85,0.003694015,4412500,142512,1657350,25121.55,24663.55,2172435,5310285,81009.95,83409.85,0.003694015,1600370,142512,1657350,25121.55,24663.55,2172435,5310285,81009.95,83409.85,0.003694015,13948.35,142512,1657350,25121.55,24663.55,2172435,5310285,81009.95,83409.85,0.003694015,1987980,142512,1657350,25121.55,24663.55,2172435,5310285,81009.95,83409.85,0.003694015,40124.65,285024,3314700,50243.1,49327.1,4344870,10620570,162019.9,166819.7,0.00738803,6012870,285024,3314700,50243.1,49327.1,4344870,10620570,162019.9,166819.7,0.00738803,7515030,285024,3314700,50243.1,49327.1,4344870,10620570,162019.9,166819.7,0.00738803,0.253805621786939,100,100,100,100,100,100,100,100,100,1.02962294091398,1,1,1,1,1,1,1,1,1,0.800112574400901,1,1,1,1,1,1,1,1,1,0.358641092615548,3.11176519396128,35.8078838488047,0.537592219089552,0.525210634303925,46.4429712419083,23.5093191074907,0.358641535328493,0.369266203293784,1.63539549936028e-08
2048,22747400,4607470,4655920,4702335,4730695,4722245,22747400,22747400,22747350,22747300,78580.8,140386,1631615,24966.1,24825.35,2114405,5258110,78178.35,80352.7,0.003540935,987155,140386,1631615,24966.1,24825.35,2114405,5258110,78178.35,80352.7,0.003540935,18880.25,140386,1631615,24966.1,24825.35,2114405,5258110,78178.35,80352.7,0.003540935,20672.95,140386,1631615,24966.1,24825.35,2114405,5258110,78178.35,80352.7,0.003540935,2158325,140386,1631615,24966.1,24825.35,2114405,5258110,78178.35,80352.7,0.003540935,5258105,140386,1631615,24966.1,24825.35,2114405,5258110,78178.35,80352.7,0.003540935,78178.25,140386,1631615,24966.1,24825.35,2114405,5258110,78178.35,80352.7,0.003540935,80352.5,140386,1631615,24966.1,24825.35,2114405,5258110,78178.35,80352.7,0.003540935,0.003540905,140386,1631615,24966.1,24825.35,2114405,5258110,78178.35,80352.7,0.003540935,4735.53,140386,1631615,24966.1,24825.35,2114405,5258110,78178.35,80352.7,0.003540935,4371050,140386,1631615,24966.1,24825.35,2114405,5258110,78178.35,80352.7,0.003540935,1567385,140386,1631615,24966.1,24825.35,2114405,5258110,78178.35,80352.7,0.003540935,12979.85,140386,1631615,24966.1,24825.35,2114405,5258110,78178.35,80352.7,0.003540935,1986605,140386,1631615,24966.1,24825.35,2114405,5258110,78178.35,80352.7,0.003540935,39553.2,280772,3263230,49932.2,49650.7,4228810,10516220,156356.7,160705.4,0.00708187,5938435,280772,3263230,49932.2,49650.7,4228810,10516220,156356.7,160705.4,0.00708187,7416430,280772,3263230,49932.2,49650.7,4228810,10516220,156356.7,160705.4,0.00708187,0.238373003188857,100,100,100,100,100,100,100,100,100,1.02781144371996,1,1,1,1,1,1,1,1,1,0.800713416023612,1,1,1,1,1,1,1,1,1,0.343679937047751,3.04692162944089,35.0438796199247,0.530929846554956,0.524771730158042,44.7754193185656,23.1152131672191,0.343680376658431,0.353239827936001,1.55663968910596e-08
2049,22901900,4634235,4682300,4730120,4762950,4763550,22901900,22901900,22901850,22901800,75872.5,138325.5,1605255,24771,24895.35,2057780,5201180,75457.7,77422.6,0.00339564,954610.5,138325.5,1605255,24771,24895.35,2057780,5201180,75457.7,77422.6,0.00339564,18504.55,138325.5,1605255,24771,24895.35,2057780,5201180,75457.7,77422.6,0.00339564,20445.5,138325.5,1605255,24771,24895.35,2057780,5201180,75457.7,77422.6,0.00339564,2110490,138325.5,1605255,24771,24895.35,2057780,5201180,75457.7,77422.6,0.00339564,5201180,138325.5,1605255,24771,24895.35,2057780,5201180,75457.7,77422.6,0.00339564,75457.65,138325.5,1605255,24771,24895.35,2057780,5201180,75457.7,77422.6,0.00339564,77422.4,138325.5,1605255,24771,24895.35,2057780,5201180,75457.7,77422.6,0.00339564,0.00339561,138325.5,1605255,24771,24895.35,2057780,5201180,75457.7,77422.6,0.00339564,4446.09,138325.5,1605255,24771,24895.35,2057780,5201180,75457.7,77422.6,0.00339564,4325480,138325.5,1605255,24771,24895.35,2057780,5201180,75457.7,77422.6,0.00339564,1533285,138325.5,1605255,24771,24895.35,2057780,5201180,75457.7,77422.6,0.00339564,12074.25,138325.5,1605255,24771,24895.35,2057780,5201180,75457.7,77422.6,0.00339564,1984735,138325.5,1605255,24771,24895.35,2057780,5201180,75457.7,77422.6,0.00339564,38950.05,276651,3210510,49542,49790.7,4115560,10402360,150915.4,154845.2,0.00679128,5858765,276651,3210510,49542,49790.7,4115560,10402360,150915.4,154845.2,0.00679128,7311670,276651,3210510,49542,49790.7,4115560,10402360,150915.4,154845.2,0.00679128,0.22401428906126,100,100,100,100,100,100,100,100,100,1.02603778410804,1,1,1,1,1,1,1,1,1,0.801289582270535,1,1,1,1,1,1,1,1,1,0.3294820517075,2.98486157909558,34.283471798048,0.523686502668008,0.522687620067395,43.1984549338204,22.7106921259808,0.329482270029997,0.338062645594133,1.48269568330874e-08
